Unique Identifier,Product,What is your gender? - label,What is your gender? - value,What is your age group? - label,What is your age group? - value,How much do you like or dislike the PACKAGING for this product? - label,How much do you like or dislike the PACKAGING for this product? - value,In scale 1-10 how much do you think this description match with the product PACKAGING - FUN,In scale 1-10 how much do you think this description match with the product PACKAGING - CONVENIENT,In scale 1-10 how much do you think this description match with the product PACKAGING - FAMILIAR,In scale 1-10 how much do you think this description match with the product PACKAGING - CHEAP,In scale 1-10 how much do you think this description match with the product PACKAGING - BORING,In scale 1-10 how much do you think this description match with the product PACKAGING - INDIFFERENT,In scale 1-10 how much do you think this description match with the product PACKAGING - PLAIN,In scale 1-10 how much do you think this description match with the product PACKAGING - PREMIUM,"Before tasting the product, how likely would you be to purchase this product, if you didn't have to buy it for this study? - label","Before tasting the product, how likely would you be to purchase this product, if you didn't have to buy it for this study? - value",Open the packaging. How much do you like or dislike the APPEARANCE of the products? - label,Open the packaging. How much do you like or dislike the APPEARANCE of the products? - value,How would you rate the AMOUNT OF SEASONING of the products? - label,How would you rate the AMOUNT OF SEASONING of the products? - value,Taste the products. How do you like the products OVERALL? - label,Taste the products. How do you like the products OVERALL? - value,How much do you like or dislike the FLAVOR of the products? - label,How much do you like or dislike the FLAVOR of the products? - value,How would you rate the FLAVOR of the products? - label,How would you rate the FLAVOR of the products? - value,How much do you like or dislike the TEXTURE of the products? - label,How much do you like or dislike the TEXTURE of the products? - value,How much do you like or dislike the AFTERTASTE of the products? - label,How much do you like or dislike the AFTERTASTE of the products? - value,"Now that you have tasted the products, how likely would you be to re-purchase the products? - label","Now that you have tasted the products, how likely would you be to re-purchase the products? - value"
100893,E,Male,1,18-34,2,Like Very Much (8),8,7,3,5,1,4,5,5,7,Probably would not purchase (2),2,Like Very Much (8),8,Just about right (3),3,,,Like Extremely (9),9,Just about right (3),3,Like Moderately (7),7,Like Extremely (9),9,Probably would purchase (4),4
100894,E,Female,2,35-44,3,Like Very Much (8),8,3,8,8,2,5,5,4,6,Might or might not purchase (3),3,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Dislike Slightly (4),4,Probably would purchase (4),4
100895,E,Female,2,35-44,3,Like Extremely (9),9,6,6,2,3,3,2,5,8,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,,
100896,E,Female,2,45-55,4,Neither Like nor Dislike (5),5,4,5,7,2,3,3,7,3,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Very Much (8),8,Neither Like nor Dislike (5),5,Probably would purchase (4),4
100897,E,Female,2,35-44,3,Like Very Much (8),8,5,8,7,7,1,3,8,2,Definitely would not purchase (1),1,Neither Like nor Dislike (5),5,Just about right (3),3,Dislike Moderately (3),3,Dislike Moderately (3),3,Not quite strong enough (2),2,Like Moderately (7),7,Neither Like nor Dislike (5),5,Definitely would not purchase (1),1
100898,E,Female,2,18-34,2,Neither Like nor Dislike (5),5,3,5,6,3,4,7,3,2,Probably would not purchase (2),2,Neither Like nor Dislike (5),5,Much too little (1),1,Dislike Extremely (1),1,Dislike Extremely (1),1,Not quite strong enough (2),2,Like Moderately (7),7,Dislike Moderately (3),3,Definitely would not purchase (1),1
100899,E,Female,2,45-55,4,Like Slightly (6),6,6,6,5,2,3,3,5,7,Probably would purchase (4),4,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100900,E,Female,2,18-34,2,Like Extremely (9),9,8,3,7,2,2,5,5,7,Probably would purchase (4),4,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,,
100901,E,Female,2,35-44,3,Like Slightly (6),6,3,5,3,2,6,6,8,8,Probably would purchase (4),4,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Not quite strong enough (2),2,Like Moderately (7),7,Like Moderately (7),7,Might or might not purchase (3),3
100902,E,Female,2,45-55,4,Dislike Slightly (4),4,5,7,7,3,3,4,7,2,Might or might not purchase (3),3,Like Slightly (6),6,Just about right (3),3,,,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100903,E,Female,2,45-55,4,Like Very Much (8),8,5,6,8,3,2,2,3,8,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Moderately (7),7,Probably would purchase (4),4
100904,E,Female,2,18-34,2,Like Extremely (9),9,8,5,4,3,3,4,3,3,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,,,Dislike Very Much (2),2,Not quite strong enough (2),2,Dislike Very Much (2),2,Dislike Slightly (4),4,Definitely would not purchase (1),1
100905,E,Female,2,18-34,2,Like Very Much (8),8,7,5,4,2,3,3,4,8,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too little (2),2,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Probably would purchase (4),4
100906,E,Male,1,18-34,2,Like Moderately (7),7,4,6,6,2,3,4,4,8,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Probably would purchase (4),4
100907,E,Female,2,35-44,3,Neither Like nor Dislike (5),5,6,8,5,2,2,4,3,7,Probably would purchase (4),4,Neither Like nor Dislike (5),5,Somewhat too much (4),4,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Probably would purchase (4),4
100908,E,Female,2,35-44,3,Like Slightly (6),6,3,5,3,2,6,3,6,8,Definitely would not purchase (1),1,Dislike Moderately (3),3,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Not at all strong enough (1),1,Like Very Much (8),8,Like Moderately (7),7,Probably would not purchase (2),2
100909,E,Male,1,45-55,4,Like Very Much (8),8,7,7,2,3,5,7,6,2,Might or might not purchase (3),3,Like Extremely (9),9,Somewhat too little (2),2,Like Very Much (8),8,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Very Much (8),8,,
100910,E,Female,2,35-44,3,Like Extremely (9),9,6,7,8,2,3,4,4,8,Might or might not purchase (3),3,Like Extremely (9),9,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Like Extremely (9),9,Dislike Slightly (4),4,Definitely would not purchase (1),1
100911,E,Female,2,18-34,2,Like Extremely (9),9,3,8,1,2,5,3,8,8,Probably would purchase (4),4,Like Extremely (9),9,Somewhat too much (4),4,Like Extremely (9),9,Like Extremely (9),9,Not quite strong enough (2),2,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100912,E,Female,2,18-34,2,Like Very Much (8),8,8,7,3,3,5,2,6,7,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not at all strong enough (1),1,Like Extremely (9),9,Like Extremely (9),9,Probably would purchase (4),4
100913,E,Male,1,18-34,2,Like Extremely (9),9,8,6,7,3,3,3,2,7,Definitely would purchase (5),5,Like Extremely (9),9,Somewhat too little (2),2,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Probably would purchase (4),4
100914,E,Female,2,35-44,3,Like Slightly (6),6,5,8,4,5,5,3,3,5,Might or might not purchase (3),3,Like Slightly (6),6,Somewhat too much (4),4,Like Very Much (8),8,Like Slightly (6),6,Slightly too strong (4),4,Like Slightly (6),6,Like Slightly (6),6,Might or might not purchase (3),3
100915,E,Male,1,45-55,4,Like Slightly (6),6,3,7,5,3,5,1,4,5,Probably would not purchase (2),2,Like Moderately (7),7,Somewhat too little (2),2,,,Like Very Much (8),8,Not quite strong enough (2),2,Like Slightly (6),6,Like Very Much (8),8,Might or might not purchase (3),3
100916,E,Female,2,45-55,4,Like Extremely (9),9,4,5,3,3,7,6,8,5,Might or might not purchase (3),3,Like Extremely (9),9,Much too little (1),1,Dislike Moderately (3),3,Dislike Extremely (1),1,Not at all strong enough (1),1,Like Moderately (7),7,Neither Like nor Dislike (5),5,Definitely would not purchase (1),1
100917,E,Female,2,18-34,2,Like Slightly (6),6,8,4,6,3,3,3,5,5,Might or might not purchase (3),3,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Very Much (8),8,Not quite strong enough (2),2,Like Slightly (6),6,Like Very Much (8),8,Might or might not purchase (3),3
100918,E,Female,2,18-34,2,Like Very Much (8),8,8,8,7,5,2,2,5,5,Probably would not purchase (2),2,Like Very Much (8),8,Somewhat too little (2),2,Like Slightly (6),6,Like Moderately (7),7,Just about right (3),3,Like Slightly (6),6,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100919,E,Female,2,35-44,3,Like Very Much (8),8,5,8,5,2,2,3,5,3,Definitely would not purchase (1),1,Like Moderately (7),7,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Slightly too strong (4),4,Like Very Much (8),8,Like Moderately (7),7,Probably would purchase (4),4
100920,E,Male,1,35-44,3,Like Slightly (6),6,5,5,8,3,3,8,6,2,Probably would purchase (4),4,Like Moderately (7),7,Somewhat too little (2),2,Like Moderately (7),7,Like Slightly (6),6,Not quite strong enough (2),2,Like Very Much (8),8,Like Slightly (6),6,Might or might not purchase (3),3
100921,E,Female,2,18-34,2,Like Very Much (8),8,3,8,7,3,3,2,4,5,Probably would not purchase (2),2,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Not quite strong enough (2),2,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100922,E,Female,2,18-34,2,Like Very Much (8),8,4,5,5,3,3,2,3,8,Probably would purchase (4),4,Like Extremely (9),9,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not at all strong enough (1),1,Like Extremely (9),9,Like Moderately (7),7,Definitely would purchase (5),5
100923,E,Female,2,45-55,4,Like Extremely (9),9,5,8,8,3,3,3,5,3,Definitely would purchase (5),5,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Slightly (6),6,Not quite strong enough (2),2,Like Very Much (8),8,Like Very Much (8),8,Probably would not purchase (2),2
100924,E,Female,2,35-44,3,Like Extremely (9),9,7,8,7,4,2,6,5,4,Probably would not purchase (2),2,Like Slightly (6),6,Just about right (3),3,,,Like Moderately (7),7,Just about right (3),3,Like Extremely (9),9,Like Moderately (7),7,Probably would not purchase (2),2
100925,E,Female,2,35-44,3,Like Moderately (7),7,8,5,7,3,3,8,2,4,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too little (2),2,Like Moderately (7),7,Neither Like nor Dislike (5),5,Not quite strong enough (2),2,Dislike Moderately (3),3,Dislike Extremely (1),1,,
100926,E,Male,1,18-34,2,Like Very Much (8),8,7,5,8,2,4,7,4,8,Might or might not purchase (3),3,Like Extremely (9),9,Just about right (3),3,,,Like Very Much (8),8,Not quite strong enough (2),2,Like Very Much (8),8,Like Very Much (8),8,Definitely would not purchase (1),1
100927,E,Female,2,45-55,4,Like Slightly (6),6,5,7,3,7,2,2,3,5,Probably would purchase (4),4,Like Slightly (6),6,Somewhat too much (4),4,Like Very Much (8),8,Like Slightly (6),6,Not quite strong enough (2),2,Like Slightly (6),6,Dislike Slightly (4),4,Probably would purchase (4),4
100928,E,Female,2,18-34,2,Like Moderately (7),7,5,2,7,3,3,5,3,6,Might or might not purchase (3),3,Like Extremely (9),9,Somewhat too little (2),2,Like Very Much (8),8,Like Extremely (9),9,Not quite strong enough (2),2,Like Moderately (7),7,Like Extremely (9),9,Definitely would purchase (5),5
100929,E,Female,2,35-44,3,Like Slightly (6),6,7,5,9,3,3,3,4,3,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Might or might not purchase (3),3
100930,E,Female,2,35-44,3,Like Extremely (9),9,5,6,7,2,2,6,3,3,Probably would purchase (4),4,Like Slightly (6),6,Just about right (3),3,Dislike Moderately (3),3,Like Extremely (9),9,Slightly too strong (4),4,Like Very Much (8),8,Dislike Extremely (1),1,Definitely would not purchase (1),1
100931,E,Female,2,35-44,3,Like Moderately (7),7,8,2,8,2,3,4,2,7,Probably would purchase (4),4,Like Extremely (9),9,Just about right (3),3,,,Like Very Much (8),8,Slightly too strong (4),4,Like Extremely (9),9,Like Moderately (7),7,Probably would purchase (4),4
100932,E,Female,2,35-44,3,Like Very Much (8),8,8,5,8,2,3,3,2,6,Definitely would not purchase (1),1,Like Moderately (7),7,Somewhat too much (4),4,Like Moderately (7),7,Like Extremely (9),9,Not quite strong enough (2),2,Like Extremely (9),9,Dislike Slightly (4),4,Probably would not purchase (2),2
100933,E,Female,2,18-34,2,Like Moderately (7),7,6,5,4,2,2,6,8,2,Probably would purchase (4),4,Neither Like nor Dislike (5),5,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Dislike Slightly (4),4,Might or might not purchase (3),3
100934,E,Female,2,35-44,3,Like Moderately (7),7,7,8,3,2,3,4,3,8,Might or might not purchase (3),3,Like Slightly (6),6,Much too little (1),1,Dislike Extremely (1),1,Dislike Extremely (1),1,Just about right (3),3,Neither Like nor Dislike (5),5,Dislike Slightly (4),4,Definitely would not purchase (1),1
100935,E,Female,2,56-64,5,Like Very Much (8),8,5,8,4,3,6,3,7,6,Probably would not purchase (2),2,Neither Like nor Dislike (5),5,Just about right (3),3,Like Slightly (6),6,Like Very Much (8),8,Slightly too strong (4),4,Like Slightly (6),6,Like Moderately (7),7,Probably would not purchase (2),2
100936,E,Female,2,35-44,3,Like Very Much (8),8,4,8,8,5,3,2,3,7,Probably would not purchase (2),2,Like Moderately (7),7,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Probably would purchase (4),4
100937,E,Male,1,18-34,2,Neither Like nor Dislike (5),5,6,6,5,2,2,3,3,7,Might or might not purchase (3),3,Like Moderately (7),7,Somewhat too little (2),2,Dislike Slightly (4),4,Dislike Slightly (4),4,Not quite strong enough (2),2,Dislike Very Much (2),2,Like Slightly (6),6,Probably would not purchase (2),2
100938,E,Female,2,45-55,4,Like Slightly (6),6,7,7,4,2,3,5,3,5,Might or might not purchase (3),3,Like Moderately (7),7,Somewhat too little (2),2,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Extremely (9),9,Like Slightly (6),6,Probably would purchase (4),4
100939,E,Male,1,35-44,3,Like Slightly (6),6,6,5,6,2,4,5,2,7,Probably would not purchase (2),2,Like Extremely (9),9,Somewhat too much (4),4,,,Like Moderately (7),7,Slightly too strong (4),4,Dislike Slightly (4),4,Like Very Much (8),8,Probably would not purchase (2),2
100940,E,Female,2,35-44,3,Like Very Much (8),8,3,6,5,5,4,9,4,2,Might or might not purchase (3),3,Like Extremely (9),9,Somewhat too little (2),2,Like Very Much (8),8,Like Moderately (7),7,Slightly too strong (4),4,Like Very Much (8),8,Like Slightly (6),6,Definitely would purchase (5),5
100941,E,Female,2,45-55,4,Like Moderately (7),7,7,3,3,5,3,5,6,2,Probably would not purchase (2),2,Like Very Much (8),8,Somewhat too little (2),2,Like Slightly (6),6,Like Moderately (7),7,Not quite strong enough (2),2,Like Slightly (6),6,Like Slightly (6),6,Probably would not purchase (2),2
100942,E,Female,2,35-44,3,Like Extremely (9),9,8,4,4,4,5,4,2,6,Definitely would purchase (5),5,Like Very Much (8),8,Somewhat too much (4),4,,,Like Moderately (7),7,Slightly too strong (4),4,Like Extremely (9),9,Dislike Slightly (4),4,Definitely would purchase (5),5
100943,E,Female,2,35-44,3,Like Extremely (9),9,5,5,8,3,5,3,3,7,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Not quite strong enough (2),2,Like Very Much (8),8,Like Moderately (7),7,Definitely would purchase (5),5
100944,E,Female,2,18-34,2,Like Moderately (7),7,5,6,5,2,3,2,3,5,Definitely would not purchase (1),1,Like Slightly (6),6,Somewhat too little (2),2,Like Slightly (6),6,Like Moderately (7),7,Slightly too strong (4),4,Like Very Much (8),8,Like Slightly (6),6,Might or might not purchase (3),3
100945,E,Female,2,35-44,3,Like Moderately (7),7,5,7,8,2,2,3,5,7,Probably would not purchase (2),2,Like Moderately (7),7,Just about right (3),3,,,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Dislike Slightly (4),4,,
100946,E,Male,1,18-34,2,Neither Like nor Dislike (5),5,7,5,5,2,4,3,2,8,Probably would purchase (4),4,Like Moderately (7),7,Somewhat too much (4),4,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Dislike Slightly (4),4,Dislike Slightly (4),4,,
100947,E,Female,2,45-55,4,Like Moderately (7),7,8,5,5,5,3,3,6,7,Probably would purchase (4),4,Like Slightly (6),6,Somewhat too little (2),2,Like Very Much (8),8,Like Very Much (8),8,Not quite strong enough (2),2,Like Slightly (6),6,Like Slightly (6),6,Probably would not purchase (2),2
100948,E,Female,2,18-34,2,Like Extremely (9),9,5,5,5,3,3,6,5,7,Probably would purchase (4),4,Like Extremely (9),9,Somewhat too little (2),2,Neither Like nor Dislike (5),5,Like Moderately (7),7,Slightly too strong (4),4,Neither Like nor Dislike (5),5,Like Slightly (6),6,Might or might not purchase (3),3
100949,E,Female,2,35-44,3,Like Extremely (9),9,6,8,3,5,3,2,5,8,Probably would purchase (4),4,Like Extremely (9),9,Somewhat too much (4),4,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100950,E,Female,2,18-34,2,Like Slightly (6),6,5,5,4,3,2,8,2,5,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Not quite strong enough (2),2,Like Moderately (7),7,Dislike Moderately (3),3,Probably would not purchase (2),2
100951,E,Female,2,35-44,3,Like Moderately (7),7,3,5,5,3,5,6,8,2,Definitely would not purchase (1),1,Like Moderately (7),7,Much too little (1),1,Dislike Very Much (2),2,Dislike Slightly (4),4,Not at all strong enough (1),1,Like Very Much (8),8,Neither Like nor Dislike (5),5,Definitely would not purchase (1),1
100952,E,Female,2,45-55,4,Like Very Much (8),8,5,7,7,2,2,3,5,7,Probably would purchase (4),4,Like Extremely (9),9,Somewhat too much (4),4,,,Like Extremely (9),9,Not quite strong enough (2),2,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100953,E,Male,1,35-44,3,Like Moderately (7),7,7,6,3,2,3,7,6,4,Probably would not purchase (2),2,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Not quite strong enough (2),2,Like Slightly (6),6,Like Slightly (6),6,Might or might not purchase (3),3
100954,E,Female,2,45-55,4,Like Slightly (6),6,3,8,3,3,4,8,8,3,Probably would not purchase (2),2,Neither Like nor Dislike (5),5,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Just about right (3),3,Like Extremely (9),9,Like Moderately (7),7,Probably would not purchase (2),2
100955,E,Female,2,45-55,4,Like Moderately (7),7,8,6,8,2,2,2,5,7,Probably would not purchase (2),2,Like Very Much (8),8,Somewhat too much (4),4,Like Slightly (6),6,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Dislike Moderately (3),3,,
100956,E,Female,2,18-34,2,Like Extremely (9),9,8,5,5,2,3,2,5,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Not quite strong enough (2),2,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100957,E,Female,2,18-34,2,Like Moderately (7),7,7,8,4,2,3,5,4,8,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Dislike Very Much (2),2,Dislike Moderately (3),3,Not at all strong enough (1),1,Dislike Slightly (4),4,Dislike Slightly (4),4,Probably would not purchase (2),2
100958,E,Female,2,35-44,3,Like Extremely (9),9,7,3,7,5,1,3,3,5,Probably would not purchase (2),2,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Just about right (3),3,Neither Like nor Dislike (5),5,Neither Like nor Dislike (5),5,Definitely would not purchase (1),1
100959,E,Female,2,18-34,2,Like Moderately (7),7,3,7,7,2,2,4,4,5,Definitely would purchase (5),5,Like Very Much (8),8,Somewhat too little (2),2,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Slightly (6),6,Like Extremely (9),9,Definitely would purchase (5),5
100960,E,Female,2,35-44,3,Like Very Much (8),8,3,5,8,5,2,7,5,6,Definitely would not purchase (1),1,Dislike Slightly (4),4,Somewhat too much (4),4,Neither Like nor Dislike (5),5,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Dislike Slightly (4),4,Definitely would not purchase (1),1
